token_num,term_str,n,num,stop,p_stem
0,,3343,0,0,
1,0,4,1,0,0
2,00,1,1,0,00
3,000,1,1,0,000
4,0003,1,1,0,0003
5,01,1,1,0,01
6,012,2,1,0,012
7,013,1,1,0,013
8,014,1,1,0,014
9,01852,1,1,0,01852
10,01906,1,1,0,01906
11,02,2,1,0,02
12,02114,1,1,0,02114
13,02115,1,1,0,02115
14,02121,1,1,0,02121
15,02149,1,1,0,02149
16,025,1,1,0,025
17,03,1,1,0,03
18,03070,1,1,0,03070
19,033,1,1,0,033
20,034motorsport,1,1,0,034motorsport
21,040243,1,1,0,040243
22,05,2,1,0,05
23,050,2,1,0,050
24,0500,1,1,0,0500
25,0500pm,1,1,0,0500pm
26,050acyr,1,1,0,050acyr
27,05m,1,1,0,05m
28,06,1,1,0,06
29,0600,2,1,0,0600
30,06333,1,1,0,06333
31,07013,1,1,0,07013
32,07092,1,1,0,07092
33,0800,7,1,0,0800
34,0800am,1,1,0,0800am
35,081,1,1,0,081
36,08260,1,1,0,08260
37,0830,1,1,0,0830
38,08757,1,1,0,08757
39,08like,1,1,0,08like
40,0900,5,1,0,0900
41,093,1,1,0,093
42,094,1,1,0,094
43,095,1,1,0,095
44,0s,1,1,0,0s
45,1,218,1,0,1
46,10,184,1,0,10
47,100,345,1,0,100
48,1000,81,1,0,1000
49,10000,34,1,0,10000
50,100000,17,1,0,100000
51,1000000,6,1,0,1000000
52,100000000,1,1,0,100000000
53,10000mg,1,1,0,10000mg
54,10000seat,1,1,0,10000seat
55,10000user,1,1,0,10000user
56,10002,1,1,0,10002
57,1000month,1,1,0,1000month
58,1000pm,1,1,0,1000pm
59,1000s,6,1,0,1000
60,10016,1,1,0,10016
61,10017,1,1,0,10017
62,10023,1,1,0,10023
63,10038,1,1,0,10038
64,100500,1,1,0,100500
65,1007,1,1,0,1007
66,100ate,1,1,0,100ate
67,100b,1,1,0,100b
68,100bed,1,1,0,100bed
69,100foot,1,1,0,100foot
70,100g,1,1,0,100g
71,100hr,1,1,0,100hr
72,100k,7,1,0,100k
73,100m,4,1,0,100m
74,100miles,1,1,0,100mile
75,100mm,1,1,0,100mm
76,100s,1,1,0,100
77,100unit,1,1,0,100unit
78,101,4,1,0,101
79,1015,2,1,0,1015
80,1017,1,1,0,1017
81,1019,2,1,0,1019
82,101yearold,1,1,0,101yearold
83,102,3,1,0,102
84,1020,2,1,0,1020
85,10200,1,1,0,10200
86,103,3,1,0,103
87,1030,1,1,0,1030
88,1031,2,1,0,1031
89,1033,1,1,0,1033
90,104,1,1,0,104
91,1040,1,1,0,1040
92,10453,1,1,0,10453
93,1046,1,1,0,1046
94,1048,1,1,0,1048
95,105,2,1,0,105
96,1054,1,1,0,1054
97,105k,1,1,0,105k
98,106,3,1,0,106
99,1061,1,1,0,1061
100,10632,1,1,0,10632
101,107,3,1,0,107
102,1070,1,1,0,1070
103,107000,1,1,0,107000
104,1075,1,1,0,1075
105,108,1,1,0,108
106,1082,1,1,0,1082
107,10855,1,1,0,10855
108,1095,1,1,0,1095
109,1097,1,1,0,1097
110,1099,7,1,0,1099
111,1099s,1,1,0,1099
112,10am,1,1,0,10am
113,10am7pm,1,1,0,10am7pm
114,10b,3,1,0,10b
115,10cent,1,1,0,10cent
116,10cmreduced,1,1,0,10cmreduc
117,10day,1,1,0,10day
118,10e21,1,1,0,10e21
119,10figure,1,1,0,10figur
120,10g,3,1,0,10g
121,10gbs,1,1,0,10gb
122,10gigabit,1,1,0,10gigabit
123,10jumps,2,1,0,10jump
124,10k,5,1,0,10k
125,10m,1,1,0,10m
126,10million,1,1,0,10million
127,10percentagency,1,1,0,10percentag
128,10percentagencycom,1,1,0,10percentagencycom
129,10person,1,1,0,10person
130,10plus,1,1,0,10plu
131,10q,1,1,0,10q
132,10rule,1,1,0,10rule
133,10s,1,1,0,10
134,10test,1,1,0,10test
135,10th,1,1,0,10th
136,10times,1,1,0,10time
137,10web,3,1,0,10web
138,10week,1,1,0,10week
139,10x,6,1,0,10x
140,10x50x,1,1,0,10x50x
141,10year,4,1,0,10year
142,10zig,5,1,0,10zig
143,11,53,1,0,11
144,110,13,1,0,110
145,1100,10,1,0,1100
146,11000,5,1,0,11000
147,110000,4,1,0,110000
148,1107,1,1,0,1107
149,11082001,1,1,0,11082001
150,110thlargest,1,1,0,110thlargest
151,111,3,1,0,111
152,1111,1,1,0,1111
153,1112,3,1,0,1112
154,111500,1,1,0,111500
155,111617the,1,1,0,111617the
156,112,1,1,0,112
157,11203,1,1,0,11203
158,11204,1,1,0,11204
159,11214,1,1,0,11214
160,11220,1,1,0,11220
161,1125000,1,1,0,1125000
162,1129,1,1,0,1129
163,113,3,1,0,113
164,1130,1,1,0,1130
165,11361,1,1,0,11361
166,11373,1,1,0,11373
167,1143,1,1,0,1143
168,115,6,1,0,115
169,115000,2,1,0,115000
170,11527,1,1,0,11527
171,11560,1,1,0,11560
172,115year,1,1,0,115year
173,116,1,1,0,116
174,117,1,1,0,117
175,117000,1,1,0,117000
176,117001,1,1,0,117001
177,118,2,1,0,118
178,119,2,1,0,119
179,1194,1,1,0,1194
180,11954,1,1,0,11954
181,11965,1,1,0,11965
182,11998,1,1,0,11998
183,11am,1,1,0,11am
184,11th,2,1,0,11th
185,11trees,1,1,0,11tree
186,12,79,1,0,12
187,120,30,1,0,120
188,1200,16,1,0,1200
189,12000,10,1,0,12000
190,120000,3,1,0,120000
191,1200000000,1,1,0,1200000000
192,120000year,1,1,0,120000year
193,12000sq,1,1,0,12000sq
194,12037,1,1,0,12037
195,1209,1,1,0,1209
196,120b,2,1,0,120b
197,120wateraudit,1,1,0,120wateraudit
198,120waterauditcom,1,1,0,120waterauditcom
199,121,3,1,0,121
200,1212,1,1,0,1212
201,1214,2,1,0,1214
202,122,2,1,0,122
203,12240,1,1,0,12240
204,123,1,1,0,123
205,123landlord,1,1,0,123landlord
206,123lumpsum,1,1,0,123lumpsum
207,124,1,1,0,124
208,1240,1,1,0,1240
209,1241,1,1,0,1241
210,125,13,1,0,125
211,125000,4,1,0,125000
212,125m,1,1,0,125m
213,126,1,1,0,126
214,1268,1,1,0,1268
215,126pm,1,1,0,126pm
216,126th,1,1,0,126th
217,127,3,1,0,127
218,127000,1,1,0,127000
219,128,1,1,0,128
220,12lead,1,1,0,12lead
221,12m,1,1,0,12m
222,12month,3,1,0,12month
223,12pm,1,1,0,12pm
224,12quarter,1,1,0,12quarter
225,12state,1,1,0,12state
226,12th,2,1,0,12th
227,12u,1,1,0,12u
228,12v,2,1,0,12v
229,12volt,1,1,0,12volt
230,12volttravel,2,1,0,12volttravel
231,13,44,1,0,13
232,130,18,1,0,130
233,1300,11,1,0,1300
234,13000,9,1,0,13000
235,1302,1,1,0,1302
236,1314,1,1,0,1314
237,1316,1,1,0,1316
238,1317,1,1,0,1317
239,1321,1,1,0,1321
240,1325,1,1,0,1325
241,13485,2,1,0,13485
242,134852016,1,1,0,134852016
243,135,5,1,0,135
244,1350,1,1,0,1350
245,13500,2,1,0,13500
246,135b,1,1,0,135b
247,135year,1,1,0,135year
248,136,2,1,0,136
249,137,1,1,0,137
250,13700,1,1,0,13700
251,137000,1,1,0,137000
252,13740,1,1,0,13740
253,138,2,1,0,138
254,139,1,1,0,139
255,13bn,1,1,0,13bn
256,13g,1,1,0,13g
257,13layer,1,1,0,13layer
258,13th,2,1,0,13th
259,13year,1,1,0,13year
260,13yearold,1,1,0,13yearold
261,14,38,1,0,14
262,140,7,1,0,140
263,1400,8,1,0,1400
264,14000,5,1,0,14000
265,140000,1,1,0,140000
266,1400000,1,1,0,1400000
267,14001,1,1,0,14001
268,1400acre,1,1,0,1400acr
269,1402,1,1,0,1402
270,1406,1,1,0,1406
271,140b,2,1,0,140b
272,141,2,1,0,141
273,1420,1,1,0,1420
274,143,3,1,0,143
275,144,1,1,0,144
276,1440,2,1,0,1440
277,14410,1,1,0,14410
278,1444,1,1,0,1444
279,1445000,1,1,0,1445000
280,144lettersnet,1,1,0,144lettersnet
281,144opinionscom,1,1,0,144opinionscom
282,145,2,1,0,145
283,145000,1,1,0,145000
284,14519045,1,1,0,14519045
285,1458,1,1,0,1458
286,146,1,1,0,146
287,147,2,1,0,147
288,1480,1,1,0,1480
289,148000,1,1,0,148000
290,149,2,1,0,149
291,1497,1,1,0,1497
292,1499,1,1,0,1499
293,14c,1,1,0,14c
294,14m,1,1,0,14m
295,14miles,1,1,0,14mile
296,14mm,1,1,0,14mm
297,14th,1,1,0,14th
298,14trillion,1,1,0,14trillion
299,14week,1,1,0,14week
300,15,118,1,0,15
301,150,49,1,0,150
302,1500,17,1,0,1500
303,15000,9,1,0,15000
304,150000,11,1,0,150000
305,1500000,1,1,0,1500000
306,150000squarefoot,1,1,0,150000squarefoot
307,1501,1,1,0,1501
308,15030026,1,1,0,15030026
309,150m,1,1,0,150m
310,150site,1,1,0,150site
311,151,2,1,0,151
312,151000,1,1,0,151000
313,1516,1,1,0,1516
314,15166242500,1,1,0,15166242500
315,152,1,1,0,152
316,1525,2,1,0,1525
317,153,2,1,0,153
318,1530acyr,1,1,0,1530acyr
319,1540,1,1,0,1540
320,15425,1,1,0,15425
321,15476868,1,1,0,15476868
322,155,3,1,0,155
323,155000,1,1,0,155000
324,1554,1,1,0,1554
325,1555,2,1,0,1555
326,1557,1,1,0,1557
327,157,1,1,0,157
328,158,3,1,0,158
329,15g,1,1,0,15g
330,15hour,2,1,0,15hour
331,15k,1,1,0,15k
332,15meter,1,1,0,15meter
333,15mile,1,1,0,15mile
334,15min,1,1,0,15min
335,15th,2,1,0,15th
336,15year,1,1,0,15year
337,16,47,1,0,16
338,160,12,1,0,160
339,1600,5,1,0,1600
340,16000,7,1,0,16000
341,160000,1,1,0,160000
342,160mw,1,1,0,160mw
343,16151,1,1,0,16151
344,1628,1,1,0,1628
345,163,1,1,0,163
346,1630000,1,1,0,1630000
347,164,1,1,0,164
348,1643b,1,1,0,1643b
349,165,3,1,0,165
350,16509,1,1,0,16509
351,166,2,1,0,166
352,16648,1,1,0,16648
353,1669,1,1,0,1669
354,1680,1,1,0,1680
355,1682,1,1,0,1682
356,169,1,1,0,169
357,16949,1,1,0,16949
358,16a,1,1,0,16a
359,16bn,1,1,0,16bn
360,16oz,2,1,0,16oz
361,16person,1,1,0,16person
362,16t,1,1,0,16t
363,16th,1,1,0,16th
364,16year,1,1,0,16year
365,17,25,1,0,17
366,170,8,1,0,170
367,1700,4,1,0,1700
368,17000,2,1,0,17000
369,170000,1,1,0,170000
370,1702,1,1,0,1702
371,17028,1,1,0,17028
372,17029976980,1,1,0,17029976980
373,170m,1,1,0,170m
374,172,2,1,0,172
375,1720,1,1,0,1720
376,17201,1,1,0,17201
377,1725,1,1,0,1725
378,1730,1,1,0,1730
379,17425,1,1,0,17425
380,175,6,1,0,175
381,175000,1,1,0,175000
382,1753,1,1,0,1753
383,176000,1,1,0,176000
384,1766,1,1,0,1766
385,1770,1,1,0,1770
386,1776,1,1,0,1776
387,1777,1,1,0,1777
388,1781,1,1,0,1781
389,17821,1,1,0,17821
390,1783,1,1,0,1783
391,1784,1,1,0,1784
392,17897,1,1,0,17897
393,179,1,1,0,179
394,17910,1,1,0,17910
395,1792,2,1,0,1792
396,17997,1,1,0,17997
397,179d,1,1,0,179d
398,17g,1,1,0,17g
399,17stories,1,1,0,17stori
400,17th,2,1,0,17th
401,18,40,1,0,18
402,180,16,1,0,180
403,1800,16,1,0,1800
404,18000,3,1,0,18000
405,180000,1,1,0,180000
406,18003082748,1,1,0,18003082748
407,18004032330,1,1,0,18004032330
408,18009583870,1,1,0,18009583870
409,1800s,2,1,0,1800
410,1801,2,1,0,1801
411,180b,1,1,0,180b
412,180k,1,1,0,180k
413,1810,1,1,0,1810
414,1812,1,1,0,1812
415,182000,1,1,0,182000
416,1828,1,1,0,1828
417,1829,2,1,0,1829
418,183,1,1,0,183
419,1831,1,1,0,1831
420,1834,2,1,0,1834
421,1835,1,1,0,1835
422,1836,1,1,0,1836
423,183b,1,1,0,183b
424,1841,1,1,0,1841
425,1842,1,1,0,1842
426,1843,1,1,0,1843
427,1845,2,1,0,1845
428,1846,1,1,0,1846
429,1847,1,1,0,1847
430,1848,1,1,0,1848
431,1850,1,1,0,1850
432,1851,2,1,0,1851
433,1853,1,1,0,1853
434,1855,1,1,0,1855
435,1855254wash,1,1,0,1855254wash
436,1856,1,1,0,1856
437,1857,2,1,0,1857
438,1859,1,1,0,1859
439,185acre,1,1,0,185acr
440,186,1,1,0,186
441,1860s,1,1,0,1860
442,1862,1,1,0,1862
443,1863,1,1,0,1863
444,1864,1,1,0,1864
445,1865,2,1,0,1865
446,1866,1,1,0,1866
447,18663169126,1,1,0,18663169126
448,18665906695,1,1,0,18665906695
449,1868,5,1,0,1868
450,1869,3,1,0,1869
451,187,2,1,0,187
452,1871,1,1,0,1871
453,1872,2,1,0,1872
454,1873,1,1,0,1873
455,18741936,1,1,0,18741936
456,1875,4,1,0,1875
457,1876,4,1,0,1876
458,1877,1,1,0,1877
459,1878,2,1,0,1878
460,188,1,1,0,188
461,1880,2,1,0,1880
462,1880s,1,1,0,1880
463,1881,2,1,0,1881
464,188208,1,1,0,188208
465,1883,3,1,0,1883
466,1884,3,1,0,1884
467,1885,2,1,0,1885
468,1887,2,1,0,1887
469,1888,2,1,0,1888
470,18884756887,1,1,0,18884756887
471,18886005522,1,1,0,18886005522
472,1889,5,1,0,1889
473,1890,7,1,0,1890
474,1892,2,1,0,1892
475,1893,4,1,0,1893
476,1894,1,1,0,1894
477,1895,2,1,0,1895
478,1897,3,1,0,1897
479,1898,2,1,0,1898
480,1899,3,1,0,1899
481,18foot,1,1,0,18foot
482,18hole,1,1,0,18hole
483,18year,1,1,0,18year
484,19,27,1,0,19
485,190,6,1,0,190
486,1900,7,1,0,1900
487,19000,4,1,0,19000
488,190000,2,1,0,190000
489,1900000,1,1,0,1900000
490,1900s,1,1,0,1900
491,1901,3,1,0,1901
492,1902,9,1,0,1902
493,1903,3,1,0,1903
494,1904,3,1,0,1904
495,1905,7,1,0,1905
496,1906,4,1,0,1906
497,1907,2,1,0,1907
498,19075,1,1,0,19075
499,1908,5,1,0,1908
500,1909,4,1,0,1909
501,19091993,1,1,0,19091993
502,191,1,1,0,191
503,1910,2,1,0,1910
504,19101986,1,1,0,19101986
505,1910s,1,1,0,1910
506,1911,6,1,0,1911
507,1912,5,1,0,1912
508,1913,1,1,0,1913
509,1914,2,1,0,1914
510,1915,4,1,0,1915
511,1916,3,1,0,1916
512,1917,3,1,0,1917
513,1918,4,1,0,1918
514,1919,9,1,0,1919
515,192,1,1,0,192
516,1920,4,1,0,1920
517,192000,1,1,0,192000
518,1920s,4,1,0,1920
519,1921,4,1,0,1921
520,1922,2,1,0,1922
521,1923,7,1,0,1923
522,1924,6,1,0,1924
523,1925,8,1,0,1925
524,1926,4,1,0,1926
525,1927,3,1,0,1927
526,1928,2,1,0,1928
527,1929,1,1,0,1929
528,1930,3,1,0,1930
529,1930s,2,1,0,1930
530,1931,3,1,0,1931
531,1932,3,1,0,1932
532,1933,10,1,0,1933
533,1934,5,1,0,1934
534,1935,4,1,0,1935
535,1936,5,1,0,1936
536,1937,3,1,0,1937
537,1938,5,1,0,1938
538,1939,3,1,0,1939
539,194,1,1,0,194
540,1940,10,1,0,1940
541,1941,1,1,0,1941
542,1942,2,1,0,1942
543,1943,1,1,0,1943
544,1944,3,1,0,1944
545,1945,6,1,0,1945
546,1946,9,1,0,1946
547,1947,16,1,0,1947
548,1948,1,1,0,1948
549,1949,7,1,0,1949
550,195,1,1,0,195
551,1950,9,1,0,1950
552,195000,2,1,0,195000
553,1950s,4,1,0,1950
554,1951,8,1,0,1951
555,1952,4,1,0,1952
556,1953,2,1,0,1953
557,1954,4,1,0,1954
558,1955,7,1,0,1955
559,1956,7,1,0,1956
560,1957,8,1,0,1957
561,1958,5,1,0,1958
562,1959,7,1,0,1959
563,1960,9,1,0,1960
564,1960s,5,1,0,1960
565,1961,6,1,0,1961
566,1962,20,1,0,1962
567,1963,8,1,0,1963
568,1964,8,1,0,1964
569,1965,10,1,0,1965
570,1966,7,1,0,1966
571,1967,11,1,0,1967
572,1968,15,1,0,1968
573,1969,9,1,0,1969
574,1970,16,1,0,1970
575,19700,1,1,0,19700
576,1970s,7,1,0,1970
577,1971,11,1,0,1971
578,19712012,1,1,0,19712012
579,197145,1,1,0,197145
580,1972,17,1,0,1972
581,197274,1,1,0,197274
582,1973,10,1,0,1973
583,1974,19,1,0,1974
584,1975,16,1,0,1975
585,1976,20,1,0,1976
586,1977,14,1,0,1977
587,1978,16,1,0,1978
588,1979,18,1,0,1979
589,198,1,1,0,198
590,1980,24,1,0,1980
591,1980s,10,1,0,1980
592,1981,16,1,0,1981
593,19810,1,1,0,19810
594,1982,19,1,0,1982
595,1983,26,1,0,1983
596,1984,14,1,0,1984
597,1985,28,1,0,1985
598,1986,26,1,0,1986
599,1987,32,1,0,1987
600,1988,18,1,0,1988
601,1989,38,1,0,1989
602,199,1,1,0,199
603,1990,26,1,0,1990
604,1990s,10,1,0,1990
605,1991,37,1,0,1991
606,1992,41,1,0,1992
607,1993,35,1,0,1993
608,1994,50,1,0,1994
609,19942001,1,1,0,19942001
610,1995,54,1,0,1995
611,1996,57,1,0,1996
612,1997,64,1,0,1997
613,1998,91,1,0,1998
614,1999,103,1,0,1999
615,19992020,1,1,0,19992020
616,19th,2,1,0,19th
617,19week,1,1,0,19week
618,1b,4,1,0,1b
619,1balance,2,1,0,1balanc
620,1bg,2,1,0,1bg
621,1bn,1,1,0,1bn
622,1comm,1,1,0,1comm
623,1d,1,1,0,1d
624,1derrick,2,1,0,1derrick
625,1efficiency,1,1,0,1effici
626,1efficiencys,1,1,0,1effici
627,1energy,1,1,0,1energi
628,1factory,2,1,0,1factori
629,1globalplace,1,1,0,1globalplac
630,1hourflex,2,1,0,1hourflex
631,1hp,1,1,0,1hp
632,1information,1,1,0,1inform
633,1j,1,1,0,1j
634,1k,2,1,0,1k
635,1m,2,1,0,1m
636,1mind,7,1,0,1mind
637,1mm,2,1,0,1mm
638,1mm2,1,1,0,1mm2
639,1mobile,6,1,0,1mobil
640,1on1,3,1,0,1on1
641,1pt,1,1,0,1pt
642,1q2014,1,1,0,1q2014
643,1s,2,1,0,1s
644,1st,14,1,0,1st
645,1stdegree,1,1,0,1stdegre
646,1stdibs,2,1,0,1stdib
647,1stgig,1,1,0,1stgig
648,1stgigcom,2,1,0,1stgigcom
649,1stgigcoms,1,1,0,1stgigcom
650,1stop,1,1,0,1stop
651,1stopesolution,3,1,0,1stopesolut
652,1t,2,1,0,1t
653,1ticket,1,1,0,1ticket
654,1to1,1,1,0,1to1
655,1to1tutororgemploys,1,1,0,1to1tutororgemploy
656,1to1tutororghas,1,1,0,1to1tutororgha
657,1upcard,1,1,0,1upcard
658,1uphealth,2,1,0,1uphealth
659,1workforce,1,1,0,1workforc
660,1x,1,1,0,1x
661,1yearold,1,1,0,1yearold
662,2,172,1,0,2
663,20,195,1,0,20
664,200,78,1,0,200
665,2000,112,1,0,2000
666,20000,24,1,0,20000
667,200000,23,1,0,200000
668,2000000,1,1,0,2000000
669,2000000year,1,1,0,2000000year
670,2001,64,1,0,2001
671,200102,1,1,0,200102
672,2002,70,1,0,2002
673,200203,1,1,0,200203
674,2002though,1,1,0,2002though
675,2003,85,1,0,2003
676,2004,86,1,0,2004
677,20042005,1,1,0,20042005
678,2005,116,1,0,2005
679,2005our,1,1,0,2005our
680,2006,111,1,0,2006
681,2007,119,1,0,2007
682,200708,1,1,0,200708
683,20072011,1,1,0,20072011
684,2008,137,1,0,2008
685,20080,1,1,0,20080
686,2008present,1,1,0,2008present
687,2009,168,1,0,2009
688,200913,1,1,0,200913
689,200acre,1,1,0,200acr
690,200am,1,1,0,200am
691,200th,1,1,0,200th
692,201,5,1,0,201
693,2010,159,1,0,2010
694,20102015,1,1,0,20102015
695,2011,219,1,0,2011
696,201112,1,1,0,201112
697,2011present,1,1,0,2011present
698,2012,217,1,0,2012
699,201213,1,1,0,201213
700,201215,1,1,0,201215
701,20122013,1,1,0,20122013
702,2013,250,1,0,2013
703,201314,1,1,0,201314
704,20132014,2,1,0,20132014
705,2014,215,1,0,2014
706,201416,1,1,0,201416
707,20142015,2,1,0,20142015
708,2014s,1,1,0,2014
709,2015,252,1,0,2015
710,2016,200,1,0,2016
711,201617,2,1,0,201617
712,2017,171,1,0,2017
713,201712,1,1,0,201712
714,2018,156,1,0,2018
715,2018246,1,1,0,2018246
716,2018s,1,1,0,2018
717,2019,126,1,0,2019
718,2020,52,1,0,2020
719,2021,2,1,0,2021
720,20222025,1,1,0,20222025
721,2023early,1,1,0,2023earli
722,2024,2,1,0,2024
723,2025,8,1,0,2025
724,2025ch,1,1,0,2025ch
725,2026,1,1,0,2026
726,2030,6,1,0,2030
727,203k,1,1,0,203k
728,203unit,1,1,0,203unit
729,204,1,1,0,204
730,2040,1,1,0,2040
731,20435,1,1,0,20435
732,205000,1,1,0,205000
733,206,1,1,0,206
734,20648,1,1,0,20648
735,208445,1,1,0,208445
736,20855,1,1,0,20855
737,20b,2,1,0,20b
738,20k,1,1,0,20k
739,20m,2,1,0,20m
740,20page,1,1,0,20page
741,20s,1,1,0,20
742,20th,2,1,0,20th
743,20week,1,1,0,20week
744,20year,3,1,0,20year
745,20years,1,1,0,20year
746,21,17,1,0,21
747,210,3,1,0,210
748,2100,3,1,0,2100
749,21000,3,1,0,21000
750,210000,1,1,0,210000
751,211,2,1,0,211
752,212,1,1,0,212
753,212000,1,1,0,212000
754,212012,1,1,0,212012
755,213,1,1,0,213
756,2131,1,1,0,2131
757,2138,1,1,0,2138
758,2139,1,1,0,2139
759,214,1,1,0,214
760,215,1,1,0,215
761,21502,1,1,0,21502
762,2167,1,1,0,2167
763,2174243,1,1,0,2174243
764,21779,1,1,0,21779
765,219,1,1,0,219
766,21acre,1,1,0,21acr
767,21c,1,1,0,21c
768,21c3,1,1,0,21c3
769,21cclccom,1,1,0,21cclccom
770,21inch,1,1,0,21inch
771,21m,1,1,0,21m
772,21member,1,1,0,21member
773,21skillz,1,1,0,21skillz
774,21st,34,1,0,21st
775,21stcentury,2,1,0,21stcenturi
776,22,23,1,0,22
777,220,6,1,0,220
778,2200,2,1,0,2200
779,22000,2,1,0,22000
780,220520,1,1,0,220520
781,2206,1,1,0,2206
782,2226,1,1,0,2226
783,223835037,1,1,0,223835037
784,224,1,1,0,224
785,22451,1,1,0,22451
786,225,5,1,0,225
787,22500,1,1,0,22500
788,225000,1,1,0,225000
789,225bn,1,1,0,225bn
790,227,2,1,0,227
791,228,1,1,0,228
792,22833,1,1,0,22833
793,229,1,1,0,229
794,22member,1,1,0,22member
795,22mods4all,1,1,0,22mods4al
796,22nd,1,1,0,22nd
797,23,19,1,0,23
798,230,7,1,0,230
799,2300,4,1,0,2300
800,23000,3,1,0,23000
801,230000,1,1,0,230000
802,231,1,1,0,231
803,2310,1,1,0,2310
804,2311,1,1,0,2311
805,23132,1,1,0,23132
806,234116,1,1,0,234116
807,2343,1,1,0,2343
808,2344,1,1,0,2344
809,235,1,1,0,235
810,235000,1,1,0,235000
811,236,1,1,0,236
812,2363,1,1,0,2363
813,236600,1,1,0,236600
814,23860,1,1,0,23860
815,23868,1,1,0,23868
816,239,1,1,0,239
817,23andme,1,1,0,23andm
818,23b,1,1,0,23b
819,23k,1,1,0,23k
820,23m,1,1,0,23m
821,23rd,2,1,0,23rd
822,23rds,1,1,0,23rd
823,23year,2,1,0,23year
824,24,67,1,0,24
825,240,7,1,0,240
826,2400,5,1,0,2400
827,24000,2,1,0,24000
828,241,2,1,0,241
829,24155,1,1,0,24155
830,24243,1,1,0,24243
831,2425,1,1,0,2425
832,245,1,1,0,245
833,2450,1,1,0,2450
834,245402,1,1,0,245402
835,246,1,1,0,246
836,247,77,1,0,247
837,247365,3,1,0,247365
838,247800,1,1,0,247800
839,247headhunting,2,1,0,247headhunt
840,247student,1,1,0,247student
841,24hour,10,1,0,24hour
842,24hours,1,1,0,24hour
843,24hr,1,1,0,24hr
844,24m,2,1,0,24m
845,24th,1,1,0,24th
846,24x7,6,1,0,24x7
847,24x7x365,2,1,0,24x7x365
848,25,142,1,0,25
849,250,35,1,0,250
850,2500,17,1,0,2500
851,25000,16,1,0,25000
852,250000,8,1,0,250000
853,2500000,1,1,0,2500000
854,25000sqm,1,1,0,25000sqm
855,250010000,1,1,0,250010000
856,25003000,1,1,0,25003000
857,2505,1,1,0,2505
858,250k,1,1,0,250k
859,250m,1,1,0,250m
860,251,1,1,0,251
861,2516,1,1,0,2516
862,251b,1,1,0,251b
863,2535,1,1,0,2535
864,255,3,1,0,255
865,256,4,1,0,256
866,257,1,1,0,257
867,257681456,1,1,0,257681456
868,2578,1,1,0,2578
869,25b,1,1,0,25b
870,25gw,1,1,0,25gw
871,25k,4,1,0,25k
872,25m,3,1,0,25m
873,25mg,1,1,0,25mg
874,25pm,1,1,0,25pm
875,25point,1,1,0,25point
876,25s,1,1,0,25
877,25th,1,1,0,25th
878,25u,1,1,0,25u
879,25x,1,1,0,25x
880,25year,4,1,0,25year
881,26,22,1,0,26
882,260,7,1,0,260
883,2600,1,1,0,2600
884,26000,5,1,0,26000
885,264,1,1,0,264
886,2649,1,1,0,2649
887,265,1,1,0,265
888,2650,1,1,0,2650
889,265m,1,1,0,265m
890,26county,1,1,0,26counti
891,26f,1,1,0,26f
892,26k,1,1,0,26k
893,26member,1,1,0,26member
894,26mile,1,1,0,26mile
895,26th,1,1,0,26th
896,27,9,1,0,27
897,2700,3,1,0,2700
898,27000,1,1,0,27000
899,2712,1,1,0,2712
900,2713111,1,1,0,2713111
901,2723,1,1,0,2723
902,27233,1,1,0,27233
903,2735,1,1,0,2735
904,27360,1,1,0,27360
905,275,1,1,0,275
906,275000,1,1,0,275000
907,2755,1,1,0,2755
908,276,2,1,0,276
909,27610,1,1,0,27610
910,27870,1,1,0,27870
911,279,1,1,0,279
912,27932,1,1,0,27932
913,2795,1,1,0,2795
914,27year,1,1,0,27year
915,28,26,1,0,28
916,280,5,1,0,280
917,2800,3,1,0,2800
918,28000,2,1,0,28000
919,28000000,1,1,0,28000000
920,280360,2,1,0,280360
921,280week,1,1,0,280week
922,282,2,1,0,282
923,2829,1,1,0,2829
924,283,1,1,0,283
925,28401,1,1,0,28401
926,285,1,1,0,285
927,28584,1,1,0,28584
928,28714,1,1,0,28714
929,2892,1,1,0,2892
930,28bln,1,1,0,28bln
931,28m,1,1,0,28m
932,29,23,1,0,29
933,2900,1,1,0,2900
934,2909,1,1,0,2909
935,291,1,1,0,291
936,29108,1,1,0,29108
937,29118,1,1,0,29118
938,2914,1,1,0,2914
939,29302,1,1,0,29302
940,294,1,1,0,294
941,29407,1,1,0,29407
942,29418,1,1,0,29418
943,29483,1,1,0,29483
944,2950,1,1,0,2950
945,2958,1,1,0,2958
946,29617,1,1,0,29617
947,29784,1,1,0,29784
948,29906,1,1,0,29906
949,2999,1,1,0,2999
950,29th,3,1,0,29th
951,2b,1,1,0,2b
952,2d,10,1,0,2d
953,2d3,1,1,0,2d3
954,2day,2,1,0,2day
955,2dboy,1,1,0,2dboy
956,2g,4,1,0,2g
957,2geeksinalab,3,1,0,2geeksinalab
958,2k,1,1,0,2k
959,2lemetry,1,1,0,2lemetri
960,2lemetrys,1,1,0,2lemetri
961,2lingual,1,1,0,2lingual
962,2m,2,1,0,2m
963,2matches,1,1,0,2match
964,2minute,1,1,0,2minut
965,2mm,1,1,0,2mm
966,2morrow,4,1,0,2morrow
967,2nd,12,1,0,2nd
968,2stroke,1,1,0,2stroke
969,2telecommunication,1,1,0,2telecommun
970,2touchpos,1,1,0,2touchpo
